(has gem1),(has gem2),(has gem3)
0.3350000000000002,0.3300000000000002,0.3350000000000002
0.31913922643247006,0.355970276912305,0.32489049665522596
0.32265829540183916,0.3557817485294273,0.321559956068733
0.30802878559298535,0.33002367312629133,0.36194754128072354
0.30509035947336843,0.3328581099229964,0.3620515306036353
0.3317533189078832,0.34855021497041916,0.3196964661216986
0.33657674763698514,0.34408823333718963,0.3193350190258249
0.3106168299689876,0.3424294291951009,0.34695374083591174
0.3159225168337289,0.3363715679103246,0.34770591525594535
0.36165350879881947,0.3849420076465509,0.25340448355463
0.35996976448769824,0.3847367281510303,0.2552935073612717
0.30678686562149987,0.28757320791379287,0.40563992646470826
0.29862284572267833,0.2901260492873957,0.4112511049899267
0.3006731109816388,0.3713277271211051,0.32799916189725625
0.7781230098741725,0.07692912829077611,0.14494786183505173
0.9300000000000007,0.030000000000000002,0.04
0.9385246763178207,0.0307031824384274,0.030772141243751862
0.9314426391721274,0.04175446223876151,0.026802898589107074
0.9373635881847604,0.04269450038981727,0.019941911425425028
0.9610465426681322,0.02221634903473149,0.01673710829713897
0.9603500159187989,0.022656984122764966,0.016992999958439566
0.9584552438655647,0.01243277015869245,0.029111985975741023
0.957583358510012,0.012119236925715917,0.03029740456427019
0.981329341210026,0.006223518282213989,0.012447140507759583
0.9810561439408994,0.006314613928664392,0.012629242130436341
0.9730992702570573,0.013010179784970656,0.013890549957971881
0.9729961905069845,0.01349882703250293,0.0135049824605129
0.9783116348057382,0.007853567026044977,0.013834798168215576
0.9782623525319188,0.0072460311387135485,0.014491616329369753
