(has gem1),(has gem2),(has gem3)
0.33333333333333354,0.33333333333333354,0.33333333333333354
0.33333333333333354,0.33333333333333354,0.33333333333333354
0.33085665635021194,0.3328548994345568,0.3362884442152305
0.4085454276257404,0.17244552203009667,0.41900905034416225
0.5087097511949689,6.372383213876444e-5,0.49122652497289193
0.4168503529101269,2.657057652422375e-8,0.5831496205192966
0.6083333333333336,0.0,0.39166666666666705
0.6823419018203529,0.0,0.3176580981796474
0.6416666666666668,0.0,0.3583333333333336
0.47625927385976813,0.0,0.5237407261402325
0.20280988329487784,0.0,0.797190116705122
0.1381546497942353,0.0,0.8618453502057641
0.05833333333333333,0.0,0.9416666666666658
0.03305746963851179,0.0,0.9669425303614887
0.004535059339763164,0.0,0.9954649406602385
5.231437944951124e-5,0.0,0.999947685620552
1.0192167811815057e-6,0.0,0.9999989807832178
1.7247971942399777e-10,0.0,0.9999999998275224
