(has gem1),(has gem2),(has gem3)
0.33333333333333354,0.33333333333333354,0.33333333333333354
0.33333333333333354,0.33333333333333354,0.33333333333333354
0.24645857570575103,0.3767707121471246,0.3767707121471246
0.2015690180058196,0.3946541444132071,0.40377683758097255
0.16225333248922313,0.4283108010067019,0.4094358665040749
0.13276018582646143,0.43510430555547486,0.4321355086180632
0.11111351346885813,0.435746653405838,0.45313983312530337
0.08383495564555817,0.44254119183281926,0.4736238525216223
0.00018184203128602608,0.4892584902624243,0.5105596677062892
6.591668432006878e-7,0.5060838973375416,0.49391544349561506
0.0,0.7416666666666665,0.2583333333333333
0.0,0.716781283685935,0.2832187163140656
0.0,0.5740249957048782,0.425975004295122
0.0,0.5423752431099415,0.45762475689005816
0.0,0.5433296698707225,0.45667033012927766
0.0,0.5460301409252775,0.4539698590747227
0.0,0.5334226416189818,0.46657735838101844
0.0,0.5000000000000007,0.5000000000000007
0.0,0.5268749856572988,0.4731250143427003
0.0,0.5167055926753004,0.48329440732469936
0.0,0.5238556777845026,0.47614432221549735
0.0,0.5580536565278942,0.4419463434721062
0.0,0.6089073728655912,0.39109262713440907
0.0,0.6333333333333335,0.366666666666667
0.0,0.6214450232895538,0.3785549767104466
0.0,0.6798487568566397,0.32015124314336135
0.0,0.6709793111484723,0.3290206888515286
0.0,0.6333333333333335,0.366666666666667
0.0,0.6523549923940735,0.34764500760592654
0.0,0.6359667872301767,0.3640332127698234
0.0,0.6170574239496223,0.38294257605037835
0.0,0.6170213373544462,0.3829786626455536
0.0,0.594072321300287,0.40592767869971363
0.0,0.5810905986006684,0.4189094013993318
0.0,0.5536580754694354,0.44634192453056465
0.0,0.5206846088986203,0.4793153911013796
0.0,0.4583333333333339,0.5416666666666672
0.0,0.4498140294197283,0.550185970580271
0.0,0.41626647914639153,0.5837335208536087
0.0,0.430347594575561,0.569652405424439
0.0,0.5449032006220002,0.45509679937799996
0.0,0.5500000000000005,0.45000000000000057
0.0,0.4668071052492209,0.5331928947507798
0.0,0.7166666666666666,0.2833333333333334
0.0,0.7352047367741912,0.2647952632258085
0.0,0.7137333927754489,0.2862666072245507
0.0,0.6000000000000003,0.4000000000000004
