(has gem1),(has gem2),(has gem3)
0.3350000000000002,0.3350000000000002,0.3300000000000002
0.365054117995747,0.3551188723773182,0.27982700962693374
0.37742821773068636,0.36953817396076144,0.2530336083085524
0.42194004742619695,0.3956095143936315,0.18245043818017267
0.44187575697347053,0.4172354410812646,0.14088880194526507
0.4628347920775194,0.43023358679589274,0.10693162112658795
0.45940439523734006,0.49217734361033877,0.048418261152320285
0.4450000000000003,0.5550000000000004,0.0
0.44723240495878774,0.5527675950412121,0.0
0.42878488244192753,0.5712151175580739,0.0
0.4157709292746427,0.5842290707253572,0.0
0.42476687116299827,0.5752331288370022,0.0
0.44393756587731126,0.556062434122688,0.0
0.4620177580238497,0.5379822419761504,0.0
0.5029761575654689,0.4970238424345323,0.0
0.5054912778821747,0.4945087221178255,0.0
0.49008678152000035,0.509913218479999,0.0
0.49156611204618883,0.5084338879538113,0.0
0.5225585505537205,0.4774414494462795,0.0
0.5222796546090834,0.4777203453909169,0.0
0.5500000000000004,0.4500000000000003,0.0
0.3309544339255326,0.6690455660744671,0.0
0.24500000000000013,0.7550000000000006,0.0
0.2639134967062878,0.736086503293711,0.0
0.4072919162941579,0.5927080837058415,0.0
0.7000000000000005,0.30000000000000016,0.0
0.8249509698203747,0.1750490301796266,0.0
0.865865930920179,0.13413406907982037,0.0
0.8794287488356382,0.1205712511643634,0.0
0.9350000000000007,0.06499999999999999,0.0
0.9810087575637118,0.018991242436290662,0.0
0.9854604038415403,0.014539596158457402,0.0
0.9920536914871358,0.007946308512863764,0.0
0.9997928485471179,0.00020715145288086295,0.0
1.0000000000000007,0.0,0.0
1.000000000000002,0.0,0.0
0.9999999999999998,0.0,0.0
1.0000000000000013,0.0,0.0
1.000000000000001,0.0,0.0
1.0000000000000007,0.0,0.0
1.0000000000000013,0.0,0.0
1.0000000000000007,0.0,0.0
1.000000000000002,0.0,0.0
0.9999999999999967,0.0,0.0
0.9999999999999989,0.0,0.0
1.0,0.0,0.0
1.0000000000000016,0.0,0.0
1.0000000000000016,0.0,0.0
1.0000000000000007,0.0,0.0
1.0000000000000007,0.0,0.0
1.0000000000000002,0.0,0.0
1.000000000000002,0.0,0.0
1.0000000000000013,0.0,0.0
1.0000000000000007,0.0,0.0
